27-06-2020 07:37:35.718 INFO  [main] o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.tim26.RentRequestService.RentRequestServiceApplicationTests], using SpringBootContextLoader
11-07-2020 08:36:16.848 INFO  [main] o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener, org.springframework.security.test.context.support.ReactorContextTestExecutionListener]
11-07-2020 08:36:16.900 INFO  [main] o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@13d4992d, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@302f7971, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@332729ad, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@75d2da2d, org.springframework.test.context.support.DirtiesContextTestExecutionListener@4278284b, org.springframework.test.context.transaction.TransactionalTestExecutionListener@9573584, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@3370f42, org.springframework.test.context.event.EventPublishingTestExecutionListener@6057aebb, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@63eef88a, org.springframework.security.test.context.support.ReactorContextTestExecutionListener@53251a66, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@6853425f, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@352c1b98, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@21129f1f, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@5a9f4771, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@282cb7c7, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@7d898981]
11-07-2020 08:36:18.732 INFO  [main] c.t.R.RentRequestServiceApplicationTests - No active profile set, falling back to default profiles: default
11-07-2020 08:36:19.993 INFO  [main] o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFERRED mode.
11-07-2020 08:36:20.240 INFO  [main] o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 234ms. Found 2 JPA repository interfaces.
11-07-2020 08:36:20.811 INFO  [main] o.s.cloud.context.scope.GenericScope - BeanFactory id=259b9607-1e86-356d-b884-9f4c6ec1d171
11-07-2020 08:36:21.225 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.ws.config.annotation.DelegatingWsConfiguration' of type [org.springframework.ws.config.annotation.DelegatingWsConfiguration$$EnhancerBySpringCGLIB$$fde6bc1e] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
11-07-2020 08:36:21.292 INFO  [main] o.s.w.s.a.s.AnnotationActionEndpointMapping - Supporting [WS-Addressing August 2004, WS-Addressing 1.0]
11-07-2020 08:36:21.404 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@6fa2448b' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
11-07-2020 08:36:21.421 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
11-07-2020 08:36:21.751 INFO  [main] o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
11-07-2020 08:36:21.869 INFO  [task-1] o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
11-07-2020 08:36:22.031 INFO  [task-1] org.hibernate.Version - HHH000412: Hibernate ORM core version 5.4.15.Final
11-07-2020 08:36:22.388 INFO  [task-1] o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
11-07-2020 08:36:23.003 INFO  [task-1] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
11-07-2020 08:36:23.369 INFO  [task-1] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
11-07-2020 08:36:23.396 INFO  [task-1] org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
11-07-2020 08:36:24.660 INFO  [task-1] o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
11-07-2020 08:36:24.671 INFO  [task-1] o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
11-07-2020 08:36:25.535 INFO  [main] o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 53b6e799-5da8-4593-8940-a6872f82819d

11-07-2020 08:36:25.674 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/h2-console/**'], []
11-07-2020 08:36:25.675 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/', GET], []
11-07-2020 08:36:25.675 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/webjars/**', GET], []
11-07-2020 08:36:25.676 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/*.html', GET], []
11-07-2020 08:36:25.676 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/favicon.ico', GET], []
11-07-2020 08:36:25.677 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.html', GET], []
11-07-2020 08:36:25.677 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.css', GET], []
11-07-2020 08:36:25.677 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.js', GET], []
11-07-2020 08:36:25.865 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@6c995c5d, org.springframework.security.web.context.SecurityContextPersistenceFilter@2fbd390, org.springframework.security.web.header.HeaderWriterFilter@64dc86c6, org.springframework.security.web.authentication.logout.LogoutFilter@36ad5f2a, com.tim26.RentRequestService.security.TokenAuthenticationFilter@203b953c, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5e68be2, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@aca3c85, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@730bea0, org.springframework.security.web.session.SessionManagementFilter@5f3b84bd, org.springframework.security.web.access.ExceptionTranslationFilter@5980fa73, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@bb8ead8]
11-07-2020 08:36:26.145 INFO  [main] c.n.c.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
11-07-2020 08:36:26.155 INFO  [main] c.n.c.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
11-07-2020 08:36:27.107 INFO  [main] o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:file:./src/main/resources/rrsDB'
11-07-2020 08:36:28.629 INFO  [main] o.s.c.n.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
11-07-2020 08:36:28.740 INFO  [main] c.netflix.discovery.DiscoveryClient - Initializing Eureka in region us-east-1
11-07-2020 08:36:29.338 INFO  [main] c.n.d.p.DiscoveryJerseyProvider - Using JSON encoding codec LegacyJacksonJson
11-07-2020 08:36:29.339 INFO  [main] c.n.d.p.DiscoveryJerseyProvider - Using JSON decoding codec LegacyJacksonJson
11-07-2020 08:36:29.552 INFO  [main] c.n.d.p.DiscoveryJerseyProvider - Using XML encoding codec XStreamXml
11-07-2020 08:36:29.552 INFO  [main] c.n.d.p.DiscoveryJerseyProvider - Using XML decoding codec XStreamXml
11-07-2020 08:36:29.808 INFO  [main] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
11-07-2020 08:36:30.113 INFO  [main] c.netflix.discovery.DiscoveryClient - Disable delta property : false
11-07-2020 08:36:30.113 INFO  [main] c.netflix.discovery.DiscoveryClient - Single vip registry refresh property : null
11-07-2020 08:36:30.113 INFO  [main] c.netflix.discovery.DiscoveryClient - Force full registry fetch : false
11-07-2020 08:36:30.114 INFO  [main] c.netflix.discovery.DiscoveryClient - Application is null : false
11-07-2020 08:36:30.114 INFO  [main] c.netflix.discovery.DiscoveryClient - Registered Applications size is zero : true
11-07-2020 08:36:30.114 INFO  [main] c.netflix.discovery.DiscoveryClient - Application version is -1: true
11-07-2020 08:36:30.114 INFO  [main] c.netflix.discovery.DiscoveryClient - Getting all instance registry info from the eureka server
11-07-2020 08:36:34.227 INFO  [main] c.netflix.discovery.DiscoveryClient - Starting heartbeat executor: renew interval is: 30
11-07-2020 08:36:34.231 INFO  [main] c.n.discovery.InstanceInfoReplicator - InstanceInfoReplicator onDemand update allowed rate per min is 4
11-07-2020 08:36:34.236 INFO  [main] c.netflix.discovery.DiscoveryClient - Discovery Client initialized at timestamp 1594449394235 with initial instances count: 0
11-07-2020 08:36:34.250 INFO  [main] o.s.c.n.e.s.EurekaServiceRegistry - Registering application RENTREQUESTSERVICE with eureka with status UP
11-07-2020 08:36:34.252 INFO  [main] c.netflix.discovery.DiscoveryClient - Saw local status change event StatusChangeEvent [timestamp=1594449394252, current=UP, previous=STARTING]
11-07-2020 08:36:34.256 INFO  [DiscoveryClient-InstanceInfoReplicator-0] c.netflix.discovery.DiscoveryClient - DiscoveryClient_RENTREQUESTSERVICE/host.docker.internal:rentrequestservice:8090: registering service...
11-07-2020 08:36:34.264 INFO  [main] o.s.d.r.c.DeferredRepositoryInitializationListener - Triggering deferred initialization of Spring Data repositories…
11-07-2020 08:36:34.617 INFO  [main] o.s.d.r.c.DeferredRepositoryInitializationListener - Spring Data repositories initialized!
11-07-2020 08:36:34.629 INFO  [main] c.t.R.RentRequestServiceApplicationTests - Started RentRequestServiceApplicationTests in 17.651 seconds (JVM running for 19.329)
11-07-2020 08:36:34.777 INFO  [SpringContextShutdownHook] o.s.c.n.e.s.EurekaServiceRegistry - Unregistering application RENTREQUESTSERVICE with eureka with status DOWN
11-07-2020 08:36:34.785 INFO  [SpringContextShutdownHook] o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
11-07-2020 08:36:34.785 INFO  [SpringContextShutdownHook] o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
11-07-2020 08:36:34.797 INFO  [SpringContextShutdownHook] o.s.s.c.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
11-07-2020 08:36:34.798 INFO  [SpringContextShutdownHook] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
11-07-2020 08:36:34.802 INFO  [SpringContextShutdownHook] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
11-07-2020 08:36:34.803 INFO  [SpringContextShutdownHook] c.netflix.discovery.DiscoveryClient - Shutting down DiscoveryClient ...
11-07-2020 08:36:37.805 INFO  [SpringContextShutdownHook] c.netflix.discovery.DiscoveryClient - Unregistering ...
11-07-2020 08:36:41.856 INFO  [SpringContextShutdownHook] c.netflix.discovery.DiscoveryClient - Completed shut down of DiscoveryClient
11-07-2020 16:43:15.854 INFO  [main] o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.tim26.RentRequestService.RentRequestServiceApplicationTests], using SpringBootContextLoader
11-07-2020 16:43:15.863 INFO  [main] o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.tim26.RentRequestService.RentRequestServiceApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
11-07-2020 16:43:15.864 INFO  [main] o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.tim26.RentRequestService.RentRequestServiceApplicationTests]: RentRequestServiceApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
11-07-2020 16:43:16.024 INFO  [main] o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.tim26.RentRequestService.RentRequestServiceApplication for test class com.tim26.RentRequestService.RentRequestServiceApplicationTests
11-07-2020 16:43:16.236 INFO  [main] o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener, org.springframework.security.test.context.support.ReactorContextTestExecutionListener]
11-07-2020 16:43:16.284 INFO  [main] o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@13d4992d, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@302f7971, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@332729ad, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@75d2da2d, org.springframework.test.context.support.DirtiesContextTestExecutionListener@4278284b, org.springframework.test.context.transaction.TransactionalTestExecutionListener@9573584, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@3370f42, org.springframework.test.context.event.EventPublishingTestExecutionListener@6057aebb, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@63eef88a, org.springframework.security.test.context.support.ReactorContextTestExecutionListener@53251a66, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@6853425f, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@352c1b98, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@21129f1f, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@5a9f4771, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@282cb7c7, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@7d898981]
11-07-2020 16:43:18.036 INFO  [main] c.t.R.RentRequestServiceApplicationTests - No active profile set, falling back to default profiles: default
11-07-2020 16:43:19.268 INFO  [main] o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFERRED mode.
11-07-2020 16:43:19.545 INFO  [main] o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 262ms. Found 2 JPA repository interfaces.
11-07-2020 16:43:20.136 INFO  [main] o.s.cloud.context.scope.GenericScope - BeanFactory id=259b9607-1e86-356d-b884-9f4c6ec1d171
11-07-2020 16:43:20.561 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.ws.config.annotation.DelegatingWsConfiguration' of type [org.springframework.ws.config.annotation.DelegatingWsConfiguration$$EnhancerBySpringCGLIB$$fde6bc1e] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
11-07-2020 16:43:20.622 INFO  [main] o.s.w.s.a.s.AnnotationActionEndpointMapping - Supporting [WS-Addressing August 2004, WS-Addressing 1.0]
11-07-2020 16:43:20.723 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@6fa2448b' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
11-07-2020 16:43:20.740 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
11-07-2020 16:43:21.106 INFO  [main] o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
11-07-2020 16:43:21.228 INFO  [task-1] o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
11-07-2020 16:43:21.379 INFO  [task-1] org.hibernate.Version - HHH000412: Hibernate ORM core version 5.4.15.Final
11-07-2020 16:43:21.729 INFO  [task-1] o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
11-07-2020 16:43:22.368 INFO  [task-1] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
11-07-2020 16:43:22.672 INFO  [task-1] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
11-07-2020 16:43:22.706 INFO  [task-1] org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
11-07-2020 16:43:23.999 INFO  [task-1] o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
11-07-2020 16:43:24.010 INFO  [task-1] o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
11-07-2020 16:43:24.859 INFO  [main] o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: cf10b692-b449-49b6-89cb-13a1c9af34b9

11-07-2020 16:43:24.985 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/h2-console/**'], []
11-07-2020 16:43:24.986 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/', GET], []
11-07-2020 16:43:24.986 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/webjars/**', GET], []
11-07-2020 16:43:24.986 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/*.html', GET], []
11-07-2020 16:43:24.986 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/favicon.ico', GET], []
11-07-2020 16:43:24.986 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.html', GET], []
11-07-2020 16:43:24.987 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.css', GET], []
11-07-2020 16:43:24.987 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.js', GET], []
11-07-2020 16:43:25.180 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@6c995c5d, org.springframework.security.web.context.SecurityContextPersistenceFilter@2fbd390, org.springframework.security.web.header.HeaderWriterFilter@64dc86c6, org.springframework.security.web.authentication.logout.LogoutFilter@36ad5f2a, com.tim26.RentRequestService.security.TokenAuthenticationFilter@203b953c, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5e68be2, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@aca3c85, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@730bea0, org.springframework.security.web.session.SessionManagementFilter@5f3b84bd, org.springframework.security.web.access.ExceptionTranslationFilter@5980fa73, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@bb8ead8]
11-07-2020 16:43:25.469 INFO  [main] c.n.c.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
11-07-2020 16:43:25.478 INFO  [main] c.n.c.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
11-07-2020 16:43:26.495 INFO  [main] o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:file:./src/main/resources/rrsDB'
11-07-2020 16:43:28.004 INFO  [main] o.s.c.n.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
11-07-2020 16:43:28.125 INFO  [main] c.netflix.discovery.DiscoveryClient - Initializing Eureka in region us-east-1
11-07-2020 16:43:28.708 INFO  [main] c.n.d.p.DiscoveryJerseyProvider - Using JSON encoding codec LegacyJacksonJson
11-07-2020 16:43:28.708 INFO  [main] c.n.d.p.DiscoveryJerseyProvider - Using JSON decoding codec LegacyJacksonJson
11-07-2020 16:43:28.917 INFO  [main] c.n.d.p.DiscoveryJerseyProvider - Using XML encoding codec XStreamXml
11-07-2020 16:43:28.917 INFO  [main] c.n.d.p.DiscoveryJerseyProvider - Using XML decoding codec XStreamXml
11-07-2020 16:43:29.167 INFO  [main] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
11-07-2020 16:43:29.507 INFO  [main] c.netflix.discovery.DiscoveryClient - Disable delta property : false
11-07-2020 16:43:29.507 INFO  [main] c.netflix.discovery.DiscoveryClient - Single vip registry refresh property : null
11-07-2020 16:43:29.507 INFO  [main] c.netflix.discovery.DiscoveryClient - Force full registry fetch : false
11-07-2020 16:43:29.508 INFO  [main] c.netflix.discovery.DiscoveryClient - Application is null : false
11-07-2020 16:43:29.508 INFO  [main] c.netflix.discovery.DiscoveryClient - Registered Applications size is zero : true
11-07-2020 16:43:29.509 INFO  [main] c.netflix.discovery.DiscoveryClient - Application version is -1: true
11-07-2020 16:43:29.509 INFO  [main] c.netflix.discovery.DiscoveryClient - Getting all instance registry info from the eureka server
11-07-2020 16:43:33.647 INFO  [main] c.netflix.discovery.DiscoveryClient - Starting heartbeat executor: renew interval is: 30
11-07-2020 16:43:33.650 INFO  [main] c.n.discovery.InstanceInfoReplicator - InstanceInfoReplicator onDemand update allowed rate per min is 4
11-07-2020 16:43:33.656 INFO  [main] c.netflix.discovery.DiscoveryClient - Discovery Client initialized at timestamp 1594478613654 with initial instances count: 0
11-07-2020 16:43:33.667 INFO  [main] o.s.c.n.e.s.EurekaServiceRegistry - Registering application RENTREQUESTSERVICE with eureka with status UP
11-07-2020 16:43:33.669 INFO  [main] c.netflix.discovery.DiscoveryClient - Saw local status change event StatusChangeEvent [timestamp=1594478613669, current=UP, previous=STARTING]
11-07-2020 16:43:33.673 INFO  [DiscoveryClient-InstanceInfoReplicator-0] c.netflix.discovery.DiscoveryClient - DiscoveryClient_RENTREQUESTSERVICE/host.docker.internal:rentrequestservice:8090: registering service...
11-07-2020 16:43:33.674 INFO  [main] o.s.d.r.c.DeferredRepositoryInitializationListener - Triggering deferred initialization of Spring Data repositories…
11-07-2020 16:43:34.042 INFO  [main] o.s.d.r.c.DeferredRepositoryInitializationListener - Spring Data repositories initialized!
11-07-2020 16:43:34.059 INFO  [main] c.t.R.RentRequestServiceApplicationTests - Started RentRequestServiceApplicationTests in 17.698 seconds (JVM running for 19.338)
11-07-2020 16:43:34.211 INFO  [SpringContextShutdownHook] o.s.c.n.e.s.EurekaServiceRegistry - Unregistering application RENTREQUESTSERVICE with eureka with status DOWN
11-07-2020 16:43:34.217 INFO  [SpringContextShutdownHook] o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
11-07-2020 16:43:34.218 INFO  [SpringContextShutdownHook] o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
11-07-2020 16:43:34.230 INFO  [SpringContextShutdownHook] o.s.s.c.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
11-07-2020 16:43:34.231 INFO  [SpringContextShutdownHook] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
11-07-2020 16:43:34.236 INFO  [SpringContextShutdownHook] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
11-07-2020 16:43:34.237 INFO  [SpringContextShutdownHook] c.netflix.discovery.DiscoveryClient - Shutting down DiscoveryClient ...
11-07-2020 16:43:37.240 INFO  [SpringContextShutdownHook] c.netflix.discovery.DiscoveryClient - Unregistering ...
11-07-2020 16:43:41.274 INFO  [SpringContextShutdownHook] c.netflix.discovery.DiscoveryClient - Completed shut down of DiscoveryClient
11-07-2020 17:44:34.738 INFO  [main] o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.tim26.RentRequestService.RentRequestServiceApplicationTests], using SpringBootContextLoader
11-07-2020 17:44:34.749 INFO  [main] o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.tim26.RentRequestService.RentRequestServiceApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
11-07-2020 17:44:34.750 INFO  [main] o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.tim26.RentRequestService.RentRequestServiceApplicationTests]: RentRequestServiceApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
11-07-2020 17:44:34.965 INFO  [main] o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.tim26.RentRequestService.RentRequestServiceApplication for test class com.tim26.RentRequestService.RentRequestServiceApplicationTests
